ID,D_Mpc,R_kpc,Vobs_kms,eV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBb,Vobs_ms,Vgas_ms,Vdisk_ms,Vbul_ms,R_m,Vbar_kms,Vbar_ms,g_obs,g_bar,eV_ms,g_obs_err
UGC09133,57.1,85.81,224.0,3.71,54.86,102.09,63.6,0.0,0.0,224000.0,54860.0,102090.0,63600.0,2.6478199322561e+21,132.20040733674008,132200.40733674009,1.8949929105355388e-11,6.600504621592074e-12,3710.0,6.277164016148972e-13
UGC09133,57.1,88.54,222.0,1.49,54.35,100.4,62.62,0.0,0.0,222000.0,54350.0,100400.0,62620.0,2.7320589302174e+21,130.21269868949034,130212.69868949034,1.8039142368015574e-11,6.206069244139913e-12,1490.0,2.421470462012901e-13
UGC09133,57.1,91.38,222.0,1.18,53.73,98.74,61.64,0.0,0.0,222000.0,53730.0,98740.0,61640.0,2.8196921735178e+21,128.2029254736412,128202.92547364118,1.7478503668900183e-11,5.829001567747282e-12,1180.0,1.8580751648020017e-13
UGC09133,57.1,94.12,224.0,1.22,53.22,97.22,60.73,0.0,0.0,224000.0,53220.0,97220.0,60730.0,2.9042397392372e+21,126.38128698505962,126381.28698505962,1.7276810630371288e-11,5.4996250771622296e-12,1220.0,1.8819383008083013e-13
UGC09133,57.1,99.69,227.0,2.8,52.91,94.34,59.01,0.0,0.0,227000.0,52910.0,94340.0,59010.0,3.0761119804988997e+21,123.21397566834698,123213.97566834697,1.675134075959184e-11,4.9353482240713994e-12,2800.0,4.1324893503838903e-13
UGC09133,57.1,108.31,229.0,4.12,51.38,90.37,56.61,0.0,0.0,229000.0,51380.0,90370.0,56610.0,3.3420973879811e+21,118.36947832950858,118369.47832950858,1.5691044847642413e-11,4.192377352732978e-12,4120.0,5.646035351291418e-13
UGC09992,10.7,0.78,28.1,5.66,6.39,20.31,0.0,36.38,0.0,28100.0,6390.0,20310.0,0.0,2.40682851318e+19,21.291505348377786,21291.505348377785,3.280707352750841e-11,1.883508515532102e-11,5660.0,1.3216230332078121e-11
UGC09992,10.7,1.55,31.3,5.66,10.35,23.49,0.0,10.22,0.0,31300.0,10350.0,23490.0,0.0,4.78280025055e+19,25.66909815322696,25669.09815322696,2.0483606855363448e-11,1.3776502581813427e-11,5660.0,7.408128741300775e-12
UGC09992,10.7,2.34,33.0,5.66,14.5,22.94,0.0,4.68,0.0,33000.0,14500.0,22940.0,0.0,7.220485539539999e+19,27.138415576448086,27138.415576448086,1.5082088234046623e-11,1.0200056436189754e-11,5660.0,5.173613297254781e-12
UGC09992,10.7,3.12,33.4,5.66,17.55,22.52,0.0,2.51,0.0,33400.0,17550.0,22520.0,0.0,9.62731405272e+19,28.550882648352573,28550.882648352574,1.1587447899705957e-11,8.467085373305085e-12,5660.0,3.927242821097947e-12
UGC09992,10.7,3.89,34.3,5.66,17.55,22.05,0.0,1.24,0.0,34300.0,17550.0,22050.0,0.0,1.200328579009e+20,28.181642961332116,28181.642961332116,9.801399554872872e-12,6.616563280162015e-12,5660.0,3.234747608197111e-12
UGC10310,15.2,1.1,33.2,5.06,3.45,21.28,0.0,48.94,0.0,33200.0,3450.0,21280.0,0.0,3.3942453391000003e+19,21.557850078335733,21557.850078335734,3.247378695059986e-11,1.369202439925065e-11,5060.0,9.89863626325514e-12
UGC10310,15.2,2.21,54.6,5.06,6.51,35.54,0.0,27.59,0.0,54600.0,6510.0,35540.0,0.0,6.819347454009999e+19,36.13131190532666,36131.311905326664,4.3716206280807416e-11,1.9143645470540443e-11,5060.0,8.102710761204598e-12
UGC10310,15.2,3.31,65.7,5.06,11.85,39.59,0.0,15.03,0.0,65700.0,11850.0,39590.0,0.0,1.021359279311e+20,41.32542316782734,41325.423167827335,4.226220965958097e-11,1.672076256214229e-11,5060.0,6.509795460501665e-12
UGC10310,15.2,4.42,69.2,5.06,18.75,38.75,0.0,7.39,0.0,69200.0,18750.0,38750.0,0.0,1.3638694908019999e+20,43.047938394306414,43047.93839430642,3.511069081238941e-11,1.3587260456352773e-11,5060.0,5.134684841349434e-12
UGC10310,15.2,5.52,70.9,5.06,26.75,39.1,0.0,4.76,0.0,70900.0,26750.0,39100.0,0.0,1.7032940247119997e+20,47.37480870673781,47374.80870673781,2.951228576551811e-11,1.3176659269849131e-11,5060.0,4.212472947066901e-12
UGC10310,15.2,6.64,72.4,5.06,30.8,37.98,0.0,2.41,0.0,72400.0,30800.0,37980.0,0.0,2.048889913784e+20,48.8990838359984,48899.0838359984,2.5583414534552695e-11,1.167032149415949e-11,5060.0,3.5760242415700727e-12
UGC10310,15.2,7.74,73.2,5.06,30.9,35.45,0.0,0.0,0.0,73200.0,30900.0,35450.0,0.0,2.388314447694e+20,47.02672112746114,47026.72112746114,2.243523672175398e-11,9.259720813292787e-12,5060.0,3.1017021260129816e-12
UGC11455,78.6,0.62,35.1,4.01,0.82,71.2,0.0,1873.58,0.0,35100.0,820.0,71200.0,0.0,1.91312010022e+19,71.20472175354666,71204.72175354666,6.43979434358734e-11,2.6501798812405774e-10,4010.0,1.4714287930361955e-11
UGC11455,78.6,1.23,64.6,4.19,1.0,112.64,0.0,1393.4,0.0,64599.99999999999,1000.0,112640.0,0.0,3.79538342463e+19,112.64443883299343,112644.43883299343,1.0995358131456316e-10,3.3432115231511785e-10,4190.0,1.4263328350093487e-11
UGC11455,78.6,1.83,80.1,6.32,2.09,139.71,0.0,1127.85,0.0,80100.0,2090.0,139710.0,0.0,5.64678997323e+19,139.72563186473698,139725.631864737,1.1362225318130614e-10,3.4574071804608983e-10,6320.0,1.7929903623117474e-11
UGC11455,78.6,2.47,113.0,10.4,3.39,159.08,0.0,925.97,0.0,113000.0,3390.0,159080.0,0.0,7.62162362507e+19,159.1161164055986,159116.11640559862,1.6753648078342e-10,3.321856305882262e-10,10400.0,3.0838573453939256e-11
UGC11455,78.6,3.08,136.0,7.59,2.17,171.23,0.0,805.41,0.0,136000.0,2170.0,171230.0,0.0,9.50388694948e+19,171.24374966695865,171243.74966695864,1.9461510956853288e-10,3.0855187941397457e-10,7590.0,2.1722480612134773e-11
UGC11455,78.6,3.68,150.0,7.75,0.18,180.9,0.0,736.52,0.0,150000.0,180.0,180900.0,0.0,1.135529349808e+20,180.90008955221666,180900.08955221667,1.9814547289160243e-10,2.8819019434005174e-10,7750.0,2.0475032198798916e-11
UGC11455,78.6,4.32,171.0,9.19,0.0,190.21,0.0,674.92,0.0,171000.0,0.0,190210.0,0.0,1.333012714992e+20,190.21,190210.0,2.1936024818919667e-10,2.714140960029562e-10,9190.0,2.3578019659166286e-11
UGC11455,78.6,4.91,192.0,9.16,0.2,198.61,0.0,662.92,0.0,192000.0,200.0,198610.0,0.0,1.515067692271e+20,198.61010069983854,198610.10069983854,2.433158609879864e-10,2.603578196619898e-10,9160.0,2.3216388402603704e-11
UGC11455,78.6,5.53,197.0,9.96,0.2,213.09,0.0,650.45,0.0,197000.0,200.0,213090.0,0.0,1.706379702293e+20,213.09009385703504,213090.09385703504,2.2743472597481802e-10,2.6610365816577886e-10,9960.0,2.299746061633693e-11
UGC11455,78.6,6.17,195.0,12.4,0.0,230.24,0.0,650.0,0.0,195000.0,0.0,230240.0,0.0,1.903863067477e+20,230.24,230240.0,1.9972549838046254e-10,2.7843629358412566e-10,12400.0,2.5400986460694725e-11
UGC11455,78.6,6.78,196.0,7.09,0.58,253.17,0.0,639.7,0.0,196000.0,580.0,253170.0,0.0,2.092089399918e+20,253.17066437484416,253170.66437484417,1.8362504012259576e-10,3.063702024517319e-10,7090.0,1.328470953540004e-11
UGC11455,78.6,7.38,216.0,5.99,2.58,275.53,0.0,565.76,0.0,216000.0,2580.0,275530.0,0.0,2.277230054778e+20,275.54207900064915,275542.07900064916,2.0488048584335213e-10,3.334025788949177e-10,5990.0,1.1363278798163697e-11
UGC11455,78.6,8.0,225.0,5.24,0.0,287.96,0.0,471.02,0.0,225000.0,0.0,287960.0,0.0,2.4685420648e+20,287.96,287960.0,2.0508056444280852e-10,3.359106688211052e-10,5240.0,9.55219695715837e-12
UGC11455,78.6,8.62,240.0,6.15,0.0,290.86,0.0,408.2,0.0,240000.0,0.0,290860.0,0.0,2.6598540748219997e+20,290.86,290860.0,2.1655323329665992e-10,3.180608304824448e-10,6150.0,1.109835320645382e-11
UGC11455,78.6,9.23,247.0,4.37,7.92,295.63,0.0,389.51,0.0,247000.0,7920.0,295630.0,0.0,2.848080407263e+20,295.7360703397541,295736.0703397541,2.142109465885113e-10,3.070834063426205e-10,4370.0,7.579771956208862e-12
UGC11455,78.6,9.85,254.0,6.48,16.06,302.1,0.0,358.51,0.0,254000.0,16059.999999999998,302100.0,0.0,3.039392417285e+20,302.52658329475776,302526.58329475776,2.1226610829551998e-10,3.0112049065962407e-10,6480.0,1.0830585683109996e-11
UGC11455,78.6,10.43,257.0,7.41,21.24,307.81,0.0,328.15,0.0,257000.0,21240.0,307810.0,0.0,3.218361716983e+20,308.54194803948457,308541.94803948456,2.0522553338695734e-10,2.957968745329282e-10,7410.0,1.1834406244337385e-11
UGC11455,78.6,11.05,273.0,5.38,23.48,312.49,0.0,295.55,0.0,273000.0,23480.0,312490.0,0.0,3.4096737270050003e+20,313.37088329964547,313370.88329964544,2.1858103140403703e-10,2.88007939651922e-10,5380.0,8.615135157170105e-12
UGC11455,78.6,11.67,272.0,5.98,24.19,316.07,0.0,269.2,0.0,272000.0,24190.0,316070.0,0.0,3.600985737027e+20,316.9943232930205,316994.3232930205,2.0545485431742288e-10,2.790497056590995e-10,5980.0,9.033970800133741e-12
UGC11455,78.6,12.19,270.0,20.9,23.78,319.44,0.0,249.24,0.0,270000.0,23780.0,319440.0,0.0,3.761440971239e+20,320.3239016995141,320323.9016995141,1.9380870405095603e-10,2.7278748432997906e-10,20900.0,3.000445862714801e-11
UGC11455,78.6,12.91,279.0,9.4,22.46,323.2,0.0,220.87,0.0,279000.0,22460.0,323200.0,0.0,3.983609757071e+20,323.97946169471913,323979.46169471915,1.9540317638250185e-10,2.634863804459982e-10,9400.0,1.3166952387064642e-11
UGC11455,78.6,14.56,287.0,10.8,23.48,326.62,0.0,154.04,0.0,287000.0,23480.0,326620.0,0.0,4.492746557936e+20,327.4628754530809,327462.8754530809,1.833377399277134e-10,2.386779076388923e-10,10800.0,1.3798241053793065e-11
UGC11455,78.6,16.63,291.0,10.0,24.49,316.26,0.0,98.46,0.0,291000.0,24490.0,316260.0,0.0,5.131481817202999e+20,317.20679012278407,317206.7901227841,1.6502250814981315e-10,1.9608399928978936e-10,10000.0,1.1341753137444203e-11
UGC11455,78.6,17.77,286.0,9.67,24.49,310.12,0.0,85.89,0.0,286000.0,24490.0,310120.0,0.0,5.4832490614369996e+20,311.0854778031273,311085.47780312726,1.4917432909488095e-10,1.764905686677641e-10,9670.0,1.0087522813618872e-11
UGC11455,78.6,18.49,288.0,6.96,26.12,307.21,0.0,77.89,0.0,288000.0,26120.0,307210.0,0.0,5.705417847268999e+20,308.31840441335964,308318.40441335965,1.4537760812681341e-10,1.6661398173580272e-10,6960.0,7.026584392795982e-12
UGC11455,78.6,20.24,289.0,6.63,41.26,301.54,0.0,61.63,0.0,289000.0,41260.0,301540.0,0.0,6.245411423943999e+20,304.3497317232266,304349.7317232266,1.3373178215256185e-10,1.4831490339431415e-10,6630.0,6.135928828176368e-12
UGC11455,78.6,22.62,288.0,10.0,55.9,294.39,0.0,42.2,0.0,288000.0,55900.0,294390.0,0.0,6.979802688222e+20,299.6502663105775,299650.26631057746,1.1883430478624137e-10,1.2864300913765902e-10,10000.0,8.252382276822316e-12
UGC11455,78.6,24.89,269.0,8.23,53.66,286.32,0.0,25.35,0.0,269000.0,53660.0,286320.0,0.0,7.680251499109e+20,291.30488839015385,291304.8883901538,9.421696673396012e-11,1.1048926979779836e-10,8230.0,5.765097667066854e-12
UGC11455,78.6,27.06,267.0,7.11,52.14,273.02,0.0,13.51,0.0,267000.0,52140.0,273020.0,0.0,8.349843534186e+20,277.95413290685207,277954.13290685206,8.537764774648528e-11,9.252688350828082e-11,7110.0,4.547079217060003e-12
UGC11455,78.6,29.13,272.0,5.36,47.05,261.41,0.0,8.93,0.0,272000.0,47050.0,261410.00000000003,0.0,8.988578793453e+20,265.61041131702655,265610.41131702653,8.230889632283986e-11,7.84872583543303e-11,5360.0,3.24393885507663e-12
UGC11455,78.6,31.3,274.0,5.78,45.53,250.43,0.0,5.08,0.0,274000.0,45530.0,250430.0,0.0,9.65817082853e+20,254.5351956017085,254535.1956017085,7.77331456782969e-11,6.708119679206475e-11,5780.0,3.279544394310629e-12
UGC11455,78.6,33.46,259.0,5.81,50.92,239.85,0.0,2.15,0.0,259000.0,50920.0,239850.0,0.0,1.0324677186026e+21,245.1955727577478,245195.5727577478,6.497152287801424e-11,5.823026504050991e-11,5810.0,2.9149385939865853e-12
UGC11455,78.6,35.53,272.0,6.69,49.39,229.51,0.0,0.6,0.0,272000.0,49390.0,229510.0,0.0,1.0963412445293e+21,234.76416293804297,234764.16293804298,6.748263861199902e-11,5.027103784977329e-11,6690.0,3.3195503846637755e-12
UGC11455,78.6,37.7,274.0,6.39,46.04,219.93,0.0,0.46,0.0,274000.0,46040.0,219930.0,0.0,1.163300448037e+21,224.69732196891002,224697.32196891002,6.453706789736586e-11,4.340141584678059e-11,6390.0,3.0101595902494005e-12
UGC11455,78.6,39.87,272.0,5.59,49.19,212.13,0.0,0.19,0.0,272000.0,49190.0,212130.0,0.0,1.2302596515447e+21,217.75856584759185,217758.56584759185,6.013689866777842e-11,3.854372769233023e-11,5590.0,2.471803408477069e-12
UGC11455,78.6,41.93,266.0,8.82,49.09,205.47,0.0,0.0,0.0,266000.0,49090.0,205470.0,0.0,1.2938246097133e+21,211.25280826535774,211252.80826535774,5.468747422858103e-11,3.449288927182264e-11,8820.0,3.6266430277901106e-12
UGC11557,24.2,0.33,4.0,7.9,1.71,21.94,0.0,329.26,0.0,4000.0,1710.0,21940.0,0.0,1.01827360173e+19,22.006537664975834,22006.537664975833,1.5712869284656633e-12,4.755968328916879e-11,7900.0,6.2065833674393704e-12
UGC11557,24.2,0.99,17.0,8.6,2.41,47.32,0.0,226.54,0.0,17000.0,2410.0,47320.0,0.0,3.05482080519e+19,47.3813307115788,47381.3307115788,9.460456715137017e-12,7.349008806624155e-11,8600.0,9.571756205903334e-12
UGC11557,24.2,1.76,33.3,7.9,-7.34,59.39,0.0,158.62,0.0,33300.0,-7340.0,59390.0,0.0,5.4307925425599996e+19,59.84185575331033,59841.85575331033,2.041856674343308e-11,6.593968876432066e-11,7900.0,9.688088725112393e-12
UGC11557,24.2,2.42,44.9,10.5,-10.59,70.77,0.0,134.99,0.0,44900.0,-10590.0,70770.0,0.0,7.46733974602e+19,71.55795553256115,71557.95553256116,2.6997700232864168e-11,6.857249267022015e-11,10500.0,1.2626986745883019e-11
UGC11557,24.2,3.19,53.0,7.9,0.97,81.19,0.0,93.5,0.0,53000.0,970.0,81190.0,0.0,9.84331148339e+19,81.19579422605582,81195.79422605582,2.853714428056066e-11,6.69770230386886e-11,7900.0,8.50729961571431e-12
UGC11557,24.2,3.85,60.8,7.9,9.74,83.68,0.0,70.65,0.0,60800.0,9740.0,83680.0,0.0,1.187985868685e+20,84.24494050089893,84244.94050089894,3.111686845308916e-11,5.974153554415604e-11,7900.0,8.086291473006723e-12
UGC11557,24.2,4.62,69.0,7.9,11.43,87.03,0.0,55.35,0.0,69000.0,11430.0,87030.0,0.0,1.425583042422e+20,87.77736496386754,87777.36496386754,3.339686190368314e-11,5.4047120165723834e-11,7900.0,7.647397363452082e-12
UGC11557,24.2,5.28,76.6,7.9,16.36,90.49,0.0,49.76,0.0,76600.0,16360.0,90490.0,0.0,1.629237762768e+20,91.95699918983871,91956.99918983871,3.601414191401558e-11,5.1902121920090346e-11,7900.0,7.428504467903996e-12
UGC11557,24.2,5.94,85.0,7.9,17.72,93.96,0.0,36.24,0.0,85000.0,17720.0,93960.0,0.0,1.832892483114e+20,95.6163165992081,95616.3165992081,3.941856964640423e-11,4.9880067075551245e-11,7900.0,7.327216475449256e-12
UGC11557,24.2,7.04,78.1,6.7,24.54,93.48,0.0,19.51,0.0,78100.0,24540.0,93480.0,0.0,2.1723170170239998e+20,96.64741072579234,96647.41072579235,2.8078820688686854e-11,4.299888978817867e-11,6700.0,4.817620963231803e-12
UGC11557,24.2,8.8,81.6,6.7,35.45,87.18,0.0,7.06,0.0,81600.0,35450.0,87180.0,0.0,2.7153962712800002e+20,94.1119275118728,94111.92751187281,2.452150380563514e-11,3.2617909193139275e-11,6700.0,4.026815575925379e-12
UGC11557,24.2,10.56,84.5,6.7,33.35,79.1,0.0,1.49,0.0,84500.0,33350.0,79100.0,0.0,3.258475525536e+20,85.84306902714977,85843.06902714977,2.191285447456436e-11,2.261496961462627e-11,6700.0,3.4749378693392005e-12
UGC11820,18.1,0.26,16.0,5.09,-0.43,8.55,0.0,76.79,0.0,16000.0,-430.0,8550.0,0.0,8.022761710600001e+18,8.56080603681686,8560.80603681686,3.190921147037963e-11,9.134934159040233e-12,5090.0,2.0302235798029037e-11
UGC11820,18.1,0.44,18.9,4.44,1.29,13.84,0.0,73.61,0.0,18900.0,1290.0,13840.0,0.0,1.3576981356399999e+19,13.899989208628904,13899.989208628904,2.6309972049244673e-11,1.423068169044245e-11,4440.0,1.2361510677105433e-11
UGC11820,18.1,0.61,25.8,3.36,1.97,18.2,0.0,57.73,0.0,25800.0,1970.0,18200.0,0.0,1.8822633244099998e+19,18.306307656105858,18306.30765610586,3.5363808632282975e-11,1.7804145448408207e-11,3360.0,9.211038527478357e-12
UGC11820,18.1,0.79,35.8,3.79,2.55,21.35,0.0,46.68,0.0,35800.0,2550.0,21350.0,0.0,2.43768528899e+19,21.501744115303765,21501.744115303765,5.25761059390492e-11,1.8965737787733627e-11,3790.0,1.1132035838491424e-11
UGC11820,18.1,1.01,44.1,7.91,3.22,24.45,0.0,34.99,0.0,44100.0,3220.0,24450.0,0.0,3.11653435681e+19,24.66112122349671,24661.12122349671,6.240297000898956e-11,1.9514333242342532e-11,7910.0,2.238582733655816e-11
UGC11820,18.1,5.26,59.65,0.98,17.11,26.68,0.0,1.91,0.0,59650.0,17110.0,26680.0,0.0,1.623066407606e+20,31.69502326864582,31695.02326864582,2.1922223781639225e-11,6.18936166316037e-12,980.0,7.203278895559578e-13
UGC11820,18.1,7.91,69.15,1.23,28.49,24.35,0.0,0.98,0.0,69150.0,28490.0,24350.0,0.0,2.4407709665709998e+20,37.47802822988424,37478.028229884236,1.959103318373934e-11,5.754749705062674e-12,1230.0,6.96947818250163e-13
UGC11820,18.1,10.52,76.95,0.54,35.7,21.4,0.0,0.18,0.0,76950.0,35700.0,21400.0,0.0,3.246132815212e+20,41.62271014722612,41622.71014722612,1.8241097444478064e-11,5.3369658563611684e-12,540.0,2.560154027295167e-13
UGC11820,18.1,13.14,81.25,0.73,35.45,18.93,0.0,0.05,0.0,81250.0,35450.0,18930.0,0.0,4.0545803414340003e+20,40.18765233252622,40187.65233252622,1.6281740510943232e-11,3.9832664887552816e-12,730.0,2.925703525658722e-13
UGC11820,18.1,15.82,84.45,1.31,35.37,17.02,0.0,0.0,0.0,84450.0,35370.0,17020.0,0.0,4.8815419331419996e+20,39.25197192498741,39251.97192498741,1.46097331492339e-11,3.156210314490362e-12,1310.0,4.532563747897314e-13
UGC11914,16.9,0.28,168.0,49.7,0.42,42.14,211.56,2455.96,12097.58,168000.0,420.0,42140.0,211560.0,8.639897226800001e+18,215.7164564886045,215716.4564886045,3.266705524280114e-09,5.3858961951142166e-09,49700.0,1.932800768532401e-09
UGC11914,16.9,0.37,187.0,40.2,0.61,53.98,220.85,2366.93,9071.84,187000.0,610.0,53980.0,220850.0,1.14170070497e+19,227.35200680882497,227352.00680882495,3.062886783530441e-09,4.527362974813806e-09,40200.0,1.3168775261810023e-09
UGC11914,16.9,0.47,204.0,26.9,0.79,66.33,227.4,2271.79,7025.23,204000.0,790.0,66330.0,227400.0,1.45026846307e+19,236.8777173986612,236877.7173986612,2.869537679382836e-09,3.869011457452598e-09,26900.0,7.567702311313558e-10
UGC11914,16.9,0.56,218.0,23.5,0.96,76.79,231.5,2189.44,5778.11,218000.0,960.0,76790.0,231500.0,1.7279794453600002e+19,243.90546467842825,243905.46467842825,2.7502641960014197e-09,3.4427420916228627e-09,23500.0,5.929468679452602e-10
UGC11914,16.9,0.65,232.0,8.63,1.14,86.68,234.01,2110.07,4930.85,232000.0,1140.0,86680.0,234010.0,2.00569042765e+19,249.5503999195353,249550.3999195353,2.6835646846589264e-09,3.104935898455974e-09,8630.0,1.9964795886729774e-10
UGC11914,16.9,0.75,243.0,4.97,1.31,97.06,236.69,2025.25,4308.68,243000.0,1310.0,97060.0,236690.0,2.31425818575e+19,255.82125752173138,255821.25752173137,2.5515303505716466e-09,2.827883085948376e-09,4970.0,1.0437124150074965e-10
UGC11914,16.9,0.84,253.0,3.65,1.48,105.9,240.47,1951.84,3831.0,253000.0,1480.0,105900.0,240470.0,2.59196916804e+19,262.76000704064535,262760.00704064535,2.469512399655681e-09,2.663720778446177e-09,3650.0,7.125470560271334e-11
UGC11914,16.9,0.93,262.0,2.86,1.66,114.28,245.03,1881.09,3289.15,262000.0,1660.0,114280.0,245030.0,2.86968015033e+19,270.37450859872126,270374.50859872124,2.3920435868821913e-09,2.5474049744391737e-09,2860.0,5.2223241667809674e-11
UGC11914,16.9,1.03,269.0,3.8,1.83,123.11,249.19,1805.48,2710.31,269000.0,1830.0,123110.0,249190.0,3.17824790843e+19,277.9479755277955,277947.9755277955,2.276757574765308e-09,2.430744212718217e-09,3800.0,6.432474932422432e-11
UGC11914,16.9,1.12,275.0,5.39,2.0,130.64,251.82,1740.03,2281.17,275000.0,2000.0,130639.99999999999,251820.0,3.4559588907200004e+19,283.6972365039885,283697.2365039885,2.1882494089576567e-09,2.3288506763236483e-09,5390.0,8.577937683114015e-11
UGC11914,16.9,1.21,280.0,5.01,2.17,137.79,253.43,1676.95,1896.93,280000.0,2170.0,137790.0,253430.0,3.73366987301e+19,288.4745359646151,288474.53596461506,2.099810713495023e-09,2.228840811598372e-09,5010.0,7.514322624721475e-11
UGC11914,16.9,1.3,284.0,10.0,2.33,144.6,253.93,1616.16,1591.52,284000.0,2330.0,144600.0,253930.0,4.0113808553e+19,292.2242868072399,292224.28680723987,2.010679187777296e-09,2.1288189000346996e-09,10000.0,1.415971258998096e-10
UGC11914,16.9,1.41,287.0,6.59,2.5,152.47,253.45,1544.84,1300.3,287000.0,2500.0,152470.0,253450.0,4.35080538921e+19,295.78751393525727,295787.5139352573,1.893189711593977e-09,2.010897881504328e-09,6590.0,8.69416041770335e-11
UGC11914,16.9,1.5,289.0,3.56,2.66,158.56,252.44,1488.85,1111.18,289000.0,2660.0,158560.0,252440.0,4.6285163715e+19,298.1179343816806,298117.93438168056,1.8044875138452344e-09,1.9201466661594154e-09,3560.0,4.445657819577186e-11
UGC11914,16.9,1.59,290.0,6.13,2.82,164.36,251.04,1434.87,947.25,290000.0,2820.0,164360.0,251040.0,4.90622735379e+19,300.07206401129713,300072.06401129713,1.7141480395325297e-09,1.8352847739606421e-09,6130.0,7.246708608506487e-11
UGC11914,16.9,1.68,291.0,10.2,2.97,169.88,249.18,1382.86,815.68,291000.0,2970.0,169880.0,249180.0,5.18393833608e+19,301.59361349338946,301593.61349338945,1.6335263753163051e-09,1.754625572355502e-09,10200.0,1.145152510531018e-10
UGC11914,16.9,1.78,292.0,8.61,3.12,175.7,246.75,1327.26,702.47,292000.0,3120.0,175700.0,246750.0,5.49250609418e+19,302.92868286116453,302928.6828611645,1.5523696931414954e-09,1.670745290519338e-09,8610.0,9.15472812188238e-11
UGC11914,16.9,1.87,292.0,11.2,3.26,180.66,244.32,1279.15,628.74,292000.0,3260.0,180660.0,244320.0,5.77021707647e+19,303.8764972813791,303876.4972813791,1.47765671325768e-09,1.600302456151107e-09,11200.0,1.1335448759236998e-10
UGC11914,16.9,1.96,291.0,5.15,3.39,185.38,241.92,1232.78,572.76,291000.0,3390.0,185380.0,241920.0,6.0479280587599995e+19,304.7991517376648,304799.15173766477,1.4001654645568331e-09,1.5361049602009932e-09,5150.0,4.955912125407347e-11
UGC11914,16.9,2.05,291.0,4.92,3.5,189.88,239.71,1188.09,519.08,291000.0,3500.0,189880.0,239710.0,6.325639041049999e+19,305.82274032517597,305822.740325176,1.3386947856250698e-09,1.478547035217414e-09,4920.0,4.5267205122167304e-11
UGC11914,16.9,2.16,291.0,9.32,3.61,195.08,237.06,1135.66,458.42,291000.0,3610.0,195080.0,237060.0,6.66506357496e+19,307.02879685788434,307028.7968578843,1.270520514134904e-09,1.4143403290877947e-09,9320.0,8.138316970266188e-11
UGC11914,16.9,2.25,290.0,7.19,3.7,199.1,234.93,1094.49,420.15,290000.0,3700.0,199100.0,234930.0,6.94277455725e+19,307.9717599066512,307971.75990665116,1.2113312812696545e-09,1.3661196128132422e-09,7190.0,6.006532353330217e-11
UGC11914,16.9,2.34,290.0,12.2,3.76,202.92,232.89,1054.8,389.55,290000.0,3760.0,202920.0,232890.0,7.220485539539999e+19,308.914901065002,308914.901065002,1.1647416166054371e-09,1.3216343357718229e-09,12200.0,9.799894981094022e-11
UGC11914,16.9,2.43,290.0,7.94,3.79,206.55,231.12,1016.61,360.37,290000.0,3790.0,206550.0,231120.0,7.49819652183e+19,309.989872415213,309989.872415213,1.1216030382126428e-09,1.2815577815310115e-09,7940.0,6.141743533385093e-11
UGC11914,16.9,2.46,290.0,5.16,3.79,207.71,230.63,1004.15,346.65,290000.0,3790.0,207710.0,230630.0,7.59076684926e+19,310.3997504831471,310399.7504831471,1.1079249523807815e-09,1.269278941288951e-09,5160.0,3.942684658127471e-11
UGC11914,16.9,2.53,290.0,3.56,3.79,210.36,229.44,975.69,317.07,290000.0,3790.0,210360.0,229440.0,7.806764279929999e+19,311.3011521019477,311301.1521019477,1.0772709023149103e-09,1.241338969963993e-09,3560.0,2.6448858015455727e-11
UGC11914,16.9,2.62,290.0,3.79,3.8,213.61,227.9,940.34,283.46,290000.0,3800.0,213610.0,227900.0,8.08447526222e+19,312.381308819846,312381.308819846,1.0402654133040925e-09,1.2070304990110628e-09,3790.0,2.7190385630500073e-11
UGC11914,16.9,2.71,290.0,5.65,3.81,216.71,226.55,906.26,244.45,290000.0,3810.0,216710.0,226550.0,8.362186244509999e+19,313.5325225554759,313532.5225554759,1.0057178534526652e-09,1.1755615077879703e-09,5650.0,3.9188316358672816e-11
UGC11914,16.9,2.8,290.0,9.38,3.84,219.64,225.09,873.37,204.32,290000.0,3840.0,219640.0,225090.0,8.639897226799999e+19,314.51865334189637,314518.65334189637,9.733912081631153e-10,1.1449439814301842e-09,9380.0,6.296834160393118e-11
UGC11914,16.9,2.99,290.0,10.6,3.94,225.37,221.46,807.89,139.93,290000.0,3940.0,225370.0,221460.0,9.22617596719e+19,315.9931836290144,315993.1836290144,9.115369173433855e-10,1.0822652034287145e-09,10600.0,6.663649188855094e-11
UGC11914,16.9,3.28,291.0,15.3,4.12,233.01,215.11,716.23,77.11,291000.0,4120.0,233010.0,215110.0,1.0121022465679999e+20,317.14814613993883,317148.14613993885,8.366842410156685e-10,9.938022264160853e-10,15300.0,8.7981229467627e-11
UGC11914,16.9,3.74,292.0,18.8,4.56,241.64,204.42,581.87,29.88,292000.0,4560.0,241640.0,204420.0,1.154043415294e+20,316.5410235656667,316541.0235656667,7.3882835662884e-10,8.682361362849925e-10,18800.0,9.513680208645337e-11
